lyrics,song,album,artist,genre
Early next mornin' 'bout a half past nine,cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
I spied the sheriff coming down the line,cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
Up then he coughed as he cleared his throat,cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
"He said, ""Come on you dirty heck into that district court""",cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
Into the courtroom my trial began,cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
Where I was handled by twelve honest men,cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
Just before the jury started out,cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
I saw that little judge commence to look about,cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
In about five minutes in walked the man,cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
Holding the verdict in his right hand,cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
The verdict read in the first degree,cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
"I hollered, ""Lawdy Lawdy, have mercy on me""",cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
The judge he smiled as he picked up his pen,cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
99 years in the Folsom pen,cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
99 years underneath that ground,cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
I can't forget the day I shot that bad bitch down,cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
Come on you've gotta listen unto me,cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
Lay off that whiskey and let that cocaine be,cocaine blues (first show 13th january 1968),at folsom prison,johnny cash,country
Well they're building a gallows outside my cell I've got 25 minutes to go,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
And the whole town's waitin' just to hear me yell I've got 24 minutes to go,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
Well they gave me some beans for my last meal I've got 23 minutes to go,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
But nobody asked me how I feel I've got 22 minutes to go ,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
Well I sent for the governor and the whole dern bunch with 21 minutes to go ,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
And I sent for the mayor but he's out to lunch I've got 20 more minutes to go ,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
Then the sheriff said boy I gonna watch you die got 19 minutes to go ,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
So I laughed in his face and I spit in his eye got 18 minutes to go ,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
Now hear comes the preacher for to save my soul with 13 minutes to go ,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
And he's talking bout' burnin' but I'm so cold I've 12 more minutes to go ,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
Now they're testin' the trap and it chills my spine 11 more minutes to go ,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
And the trap and the rope aw they work just fine got 10 more minutes to go ,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
Well I'm waitin' on the pardon that'll set me free with 9 more minutes to go ,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
But this is for real so forget about me got 8 more minutes to go ,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
With my feet on the trap and my head on the noose got 5 more minutes to go ,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
Won't somebody come and cut me loose with 4 more minutes to go ,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
I can see the mountains I can see the skies with 3 more minutes to go ,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
And it's to dern pretty for a man that don't wanna die 2 more minutes to go ,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
I can see the buzzards I can hear the crows 1 more minute to go ,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
And now I'm swingin' and here I go-o-o-o-o-o-o-o-o-o!,25 minutes to go (first show 13th january 1968),at folsom prison,johnny cash,country
"My bills are all due and the babies need shoes,",busted (live),at folsom prison,johnny cash,country
But I'm Busted,busted (live),at folsom prison,johnny cash,country
Cotton's gone down to a quarter a pound,busted (live),at folsom prison,johnny cash,country
And I'm Busted,busted (live),at folsom prison,johnny cash,country
I got a cow that's gone dry ,busted (live),at folsom prison,johnny cash,country
And a hen that won't lay,busted (live),at folsom prison,johnny cash,country
A big stack of bills,busted (live),at folsom prison,johnny cash,country
Getting bigger each day,busted (live),at folsom prison,johnny cash,country
"The county's gonna haul my belongings away,",busted (live),at folsom prison,johnny cash,country
But I'm Busted,busted (live),at folsom prison,johnny cash,country
So I called on my brother to ask for a loan,busted (live),at folsom prison,johnny cash,country
'Cause I was Busted,busted (live),at folsom prison,johnny cash,country
"I hate to beg like a dog for a bone,",busted (live),at folsom prison,johnny cash,country
But I'm Busted,busted (live),at folsom prison,johnny cash,country
"My brother said, ""there's not a thing I can do,",busted (live),at folsom prison,johnny cash,country
My wife and my kids ,busted (live),at folsom prison,johnny cash,country
Are all down with the flu,busted (live),at folsom prison,johnny cash,country
"And I was just thinkin' about callin' on you,",busted (live),at folsom prison,johnny cash,country
"'Cause I'M Busted.""",busted (live),at folsom prison,johnny cash,country
"Lord, I ain't no thief, but a man can go wrong,",busted (live),at folsom prison,johnny cash,country
When he's Busted,busted (live),at folsom prison,johnny cash,country
"The food that we canned last summer is gone,",busted (live),at folsom prison,johnny cash,country
But I'm Busted,busted (live),at folsom prison,johnny cash,country
Now the fields are all bare,busted (live),at folsom prison,johnny cash,country
And the cotton won't grow,busted (live),at folsom prison,johnny cash,country
Me and my family's gotta pack up and go,busted (live),at folsom prison,johnny cash,country
"But I'll make a living, just where, I don't know",busted (live),at folsom prison,johnny cash,country
'Cause I'm Busted,busted (live),at folsom prison,johnny cash,country
At my door the leaves are falling,i still miss someone (live),at folsom prison,johnny cash,country
A cold wild wind will come,i still miss someone (live),at folsom prison,johnny cash,country
Sweethearts walk by together,i still miss someone (live),at folsom prison,johnny cash,country
And I still miss someone,i still miss someone (live),at folsom prison,johnny cash,country
I go out on a party,i still miss someone (live),at folsom prison,johnny cash,country
And look for a little fun,i still miss someone (live),at folsom prison,johnny cash,country
But I find a darkened corner,i still miss someone (live),at folsom prison,johnny cash,country
Because I still miss someone,i still miss someone (live),at folsom prison,johnny cash,country
"No, I never got over those blue eyes",i still miss someone (live),at folsom prison,johnny cash,country
I see them everywhere,i still miss someone (live),at folsom prison,johnny cash,country
I miss those arms that held me,i still miss someone (live),at folsom prison,johnny cash,country
When all the love was there,i still miss someone (live),at folsom prison,johnny cash,country
I wonder if she's sorry,i still miss someone (live),at folsom prison,johnny cash,country
For leavin' what we'd begun,i still miss someone (live),at folsom prison,johnny cash,country
There's someone for me somewhere,i still miss someone (live),at folsom prison,johnny cash,country
And I still miss someone,i still miss someone (live),at folsom prison,johnny cash,country
Early one mornin' while makin' the rounds,cocaine blues (live),at folsom prison,johnny cash,country
I took a shot of cocaine and I shot my woman down,cocaine blues (live),at folsom prison,johnny cash,country
I went right home and I went to bed,cocaine blues (live),at folsom prison,johnny cash,country
I stuck that lovin' .44 beneath my head,cocaine blues (live),at folsom prison,johnny cash,country
Got up next mornin' and I grabbed that gun,cocaine blues (live),at folsom prison,johnny cash,country
Took a shot of cocaine and away I run,cocaine blues (live),at folsom prison,johnny cash,country
Made a good run but I run too slow,cocaine blues (live),at folsom prison,johnny cash,country
"They overtook me down in Juarez, Mexico",cocaine blues (live),at folsom prison,johnny cash,country
Late in the hot joints takin' the pills,cocaine blues (live),at folsom prison,johnny cash,country
In walked the sheriff from Jericho Hill,cocaine blues (live),at folsom prison,johnny cash,country
He said Willy Lee your name is not Jack Brown,cocaine blues (live),at folsom prison,johnny cash,country
You're the dirty heck that shot your woman down,cocaine blues (live),at folsom prison,johnny cash,country
"Said yes, oh yes my name is Willy Lee",cocaine blues (live),at folsom prison,johnny cash,country
If you've got a warrant just a-read it to me,cocaine blues (live),at folsom prison,johnny cash,country
Shot her down because she made me slow,cocaine blues (live),at folsom prison,johnny cash,country
I thought I was her daddy but she had five more,cocaine blues (live),at folsom prison,johnny cash,country
When I was arrested I was dressed in black,cocaine blues (live),at folsom prison,johnny cash,country
They put me on a train and they took me back,cocaine blues (live),at folsom prison,johnny cash,country
Had no friend for to go my bail,cocaine blues (live),at folsom prison,johnny cash,country
They slapped my dried up carcass in that county jail,cocaine blues (live),at folsom prison,johnny cash,country
Early next mornin' 'bout a half past nine,cocaine blues (live),at folsom prison,johnny cash,country
I spied the sheriff coming down the line,cocaine blues (live),at folsom prison,johnny cash,country
Up then he coughed as he cleared his throat,cocaine blues (live),at folsom prison,johnny cash,country
"He said, ""Come on you dirty heck into that district court""",cocaine blues (live),at folsom prison,johnny cash,country
Into the courtroom my trial began,cocaine blues (live),at folsom prison,johnny cash,country
Where I was handled by twelve honest men,cocaine blues (live),at folsom prison,johnny cash,country
Just before the jury started out,cocaine blues (live),at folsom prison,johnny cash,country
I saw that little judge commence to look about,cocaine blues (live),at folsom prison,johnny cash,country
In about five minutes in walked the man,cocaine blues (live),at folsom prison,johnny cash,country
Holding the verdict in his right hand,cocaine blues (live),at folsom prison,johnny cash,country
The verdict read in the first degree,cocaine blues (live),at folsom prison,johnny cash,country
"I hollered, ""Lawdy Lawdy, have mercy on me""",cocaine blues (live),at folsom prison,johnny cash,country
The judge he smiled as he picked up his pen,cocaine blues (live),at folsom prison,johnny cash,country
99 years in the Folsom pen,cocaine blues (live),at folsom prison,johnny cash,country
99 years underneath that ground,cocaine blues (live),at folsom prison,johnny cash,country
I can't forget the day I shot that bad bitch down,cocaine blues (live),at folsom prison,johnny cash,country
Come on you've gotta listen unto me,cocaine blues (live),at folsom prison,johnny cash,country
Lay off that whiskey and let that cocaine be,cocaine blues (live),at folsom prison,johnny cash,country
Well they're building a gallows outside my cell I've got 25 minutes to go,25 minutes to go (live),at folsom prison,johnny cash,country
And the whole town's waitin' just to hear me yell I've got 24 minutes to go,25 minutes to go (live),at folsom prison,johnny cash,country
Well they gave me some beans for my last meal I've got 23 minutes to go,25 minutes to go (live),at folsom prison,johnny cash,country
But nobody asked me how I feel I've got 22 minutes to go ,25 minutes to go (live),at folsom prison,johnny cash,country
Well I sent for the governor and the whole dern bunch with 21 minutes to go ,25 minutes to go (live),at folsom prison,johnny cash,country
And I sent for the mayor but he's out to lunch I've got 20 more minutes to go ,25 minutes to go (live),at folsom prison,johnny cash,country
Then the sheriff said boy I gonna watch you die got 19 minutes to go ,25 minutes to go (live),at folsom prison,johnny cash,country
So I laughed in his face and I spit in his eye got 18 minutes to go ,25 minutes to go (live),at folsom prison,johnny cash,country
Now hear comes the preacher for to save my soul with 13 minutes to go ,25 minutes to go (live),at folsom prison,johnny cash,country
And he's talking bout' burnin' but I'm so cold I've 12 more minutes to go ,25 minutes to go (live),at folsom prison,johnny cash,country
Now they're testin' the trap and it chills my spine 11 more minutes to go ,25 minutes to go (live),at folsom prison,johnny cash,country
And the trap and the rope aw they work just fine got 10 more minutes to go ,25 minutes to go (live),at folsom prison,johnny cash,country
Well I'm waitin' on the pardon that'll set me free with 9 more minutes to go ,25 minutes to go (live),at folsom prison,johnny cash,country
But this is for real so forget about me got 8 more minutes to go ,25 minutes to go (live),at folsom prison,johnny cash,country
With my feet on the trap and my head on the noose got 5 more minutes to go ,25 minutes to go (live),at folsom prison,johnny cash,country
Won't somebody come and cut me loose with 4 more minutes to go ,25 minutes to go (live),at folsom prison,johnny cash,country
I can see the mountains I can see the skies with 3 more minutes to go ,25 minutes to go (live),at folsom prison,johnny cash,country
And it's to dern pretty for a man that don't wanna die 2 more minutes to go ,25 minutes to go (live),at folsom prison,johnny cash,country
I can see the buzzards I can hear the crows 1 more minute to go ,25 minutes to go (live),at folsom prison,johnny cash,country
And now I'm swingin' and here I go-o-o-o-o-o-o-o-o-o!,25 minutes to go (live),at folsom prison,johnny cash,country
Look a-yonder comin' ,orange blossom special (live),at folsom prison,johnny cash,country
Comin' down that railroad track ,orange blossom special (live),at folsom prison,johnny cash,country
"Hey, look a-yonder comin' ",orange blossom special (live),at folsom prison,johnny cash,country
Comin' down that railroad track ,orange blossom special (live),at folsom prison,johnny cash,country
It's the Orange Blossom Special ,orange blossom special (live),at folsom prison,johnny cash,country
Bringin' my baby back ,orange blossom special (live),at folsom prison,johnny cash,country
"Well, I'm going down to Florida ",orange blossom special (live),at folsom prison,johnny cash,country
And get some sand in my shoes ,orange blossom special (live),at folsom prison,johnny cash,country
Or maybe California ,orange blossom special (live),at folsom prison,johnny cash,country
And get some sand in my shoes ,orange blossom special (live),at folsom prison,johnny cash,country
I'll ride that Orange Blossom Special ,orange blossom special (live),at folsom prison,johnny cash,country
And lose these New York blues ,orange blossom special (live),at folsom prison,johnny cash,country
"""Say man, when you going back to Florida?"" ",orange blossom special (live),at folsom prison,johnny cash,country
"""When am I goin' back to Florida? I don't know, don't reckon I ever will"" ",orange blossom special (live),at folsom prison,johnny cash,country
"""Ain't you worried about getting your nourishment in New York?"" ",orange blossom special (live),at folsom prison,johnny cash,country
"""Well, I don't care if I do-die-do-die-do-die-do-die"" ",orange blossom special (live),at folsom prison,johnny cash,country
Hey talk about a-ramblin' ,orange blossom special (live),at folsom prison,johnny cash,country
She's the fastest train on the line ,orange blossom special (live),at folsom prison,johnny cash,country
Talk about a-travellin' ,orange blossom special (live),at folsom prison,johnny cash,country
She's the fastest train on the line ,orange blossom special (live),at folsom prison,johnny cash,country
It's that Orange Blossom Special ,orange blossom special (live),at folsom prison,johnny cash,country
Rollin' down the seaboard line,orange blossom special (live),at folsom prison,johnny cash,country
After seven years behind these bars together,send a picture of mother (live),at folsom prison,johnny cash,country
I'll miss you more than a brother when you go when you go ,send a picture of mother (live),at folsom prison,johnny cash,country
If only I had not tried to escape,send a picture of mother (live),at folsom prison,johnny cash,country
They'd barred me with you I know yes I know,send a picture of mother (live),at folsom prison,johnny cash,country
Won't you tell the folks back home I'll soon be coming,send a picture of mother (live),at folsom prison,johnny cash,country
And don't let them know I never will be free be free,send a picture of mother (live),at folsom prison,johnny cash,country
Sometimes write and tell me how they're doing,send a picture of mother (live),at folsom prison,johnny cash,country
And send a picture of mother back to me,send a picture of mother (live),at folsom prison,johnny cash,country
Say hello to Dad and shake his poor hardworking hand,send a picture of mother (live),at folsom prison,johnny cash,country
And send a picture of mother if you can,send a picture of mother (live),at folsom prison,johnny cash,country
I'm happy for you that you got your freedom,send a picture of mother (live),at folsom prison,johnny cash,country
But stay with me just another minute or so or so,send a picture of mother (live),at folsom prison,johnny cash,country
After all this sweating blood together,send a picture of mother (live),at folsom prison,johnny cash,country
Who'll be my fighting partner when you go when you go,send a picture of mother (live),at folsom prison,johnny cash,country
The hardest time will be on Sunday morning,send a picture of mother (live),at folsom prison,johnny cash,country
Church bells will ring on Heaven Hill Heaven Hill,send a picture of mother (live),at folsom prison,johnny cash,country
Please ask Reverend Garrett to pray for me,send a picture of mother (live),at folsom prison,johnny cash,country
And send a picture of mother if you will,send a picture of mother (live),at folsom prison,johnny cash,country
Say hello to Dad and shake his poor hardworking hand,send a picture of mother (live),at folsom prison,johnny cash,country
And send a picture of mother if you can,send a picture of mother (live),at folsom prison,johnny cash,country
There's a lot of strange men in cell block ten,the wall (live),at folsom prison,johnny cash,country
But the strangest of em' all,the wall (live),at folsom prison,johnny cash,country
Was a friend of mine who spent his time,the wall (live),at folsom prison,johnny cash,country
Starin' at the wall...,the wall (live),at folsom prison,johnny cash,country
Starin' at the wall...,the wall (live),at folsom prison,johnny cash,country
In his hand was a note that his gal had wrote,the wall (live),at folsom prison,johnny cash,country
Proving crime don't pay,the wall (live),at folsom prison,johnny cash,country
Was the very same gal he robbed and stole for,the wall (live),at folsom prison,johnny cash,country
Wanting their wedding day...,the wall (live),at folsom prison,johnny cash,country
Wanting their wedding day...,the wall (live),at folsom prison,johnny cash,country
As he looked at the wall,the wall (live),at folsom prison,johnny cash,country
So strong and tall,the wall (live),at folsom prison,johnny cash,country
I heard him softly curse,the wall (live),at folsom prison,johnny cash,country
Nobody at all ever climbed that wall,the wall (live),at folsom prison,johnny cash,country
But I'm gonna be the first...,the wall (live),at folsom prison,johnny cash,country
I'm gonna be the first...,the wall (live),at folsom prison,johnny cash,country
Then the warden walked by and said son don't try,the wall (live),at folsom prison,johnny cash,country
I'd hate to see you fall,the wall (live),at folsom prison,johnny cash,country
Cause there is no doubt they'll carry you out,the wall (live),at folsom prison,johnny cash,country
If you ever touch that wall...,the wall (live),at folsom prison,johnny cash,country
If you ever touch that wall...,the wall (live),at folsom prison,johnny cash,country
Well a years gone by since he made his try,the wall (live),at folsom prison,johnny cash,country
But I can still recall,the wall (live),at folsom prison,johnny cash,country
How hard he tried and the way he died,the wall (live),at folsom prison,johnny cash,country
But he never made that wall...,the wall (live),at folsom prison,johnny cash,country
He never made that wall...,the wall (live),at folsom prison,johnny cash,country
Well there's never been a man who shook this camp,the wall (live),at folsom prison,johnny cash,country
But I knew a man who tried,the wall (live),at folsom prison,johnny cash,country
The newspapers called it a jailbreak plan,the wall (live),at folsom prison,johnny cash,country
But I know it was suicide...,the wall (live),at folsom prison,johnny cash,country
I know it was suicide...,the wall (live),at folsom prison,johnny cash,country
I go out walkin' after midnight,walkin' after midnight,patsy cline,patsy cline,country
"Out in the moonlight, just like we used to do",walkin' after midnight,patsy cline,patsy cline,country
I'm always walkin' after midnight,walkin' after midnight,patsy cline,patsy cline,country
Searchin' for you,walkin' after midnight,patsy cline,patsy cline,country
I walk for miles along the highway,walkin' after midnight,patsy cline,patsy cline,country
"Well, that's just my way of sayin' I love you",walkin' after midnight,patsy cline,patsy cline,country
I'm always walkin' after midnight,walkin' after midnight,patsy cline,patsy cline,country
Searchin' for you,walkin' after midnight,patsy cline,patsy cline,country
I stop to see a weepin' willow,walkin' after midnight,patsy cline,patsy cline,country
Cryin' on his pillow,walkin' after midnight,patsy cline,patsy cline,country
Maybe he's cryin' for me,walkin' after midnight,patsy cline,patsy cline,country
And as the skies turn gloomy,walkin' after midnight,patsy cline,patsy cline,country
Night winds whisper to me,walkin' after midnight,patsy cline,patsy cline,country
I'm lonesome as I can be,walkin' after midnight,patsy cline,patsy cline,country
I go out walkin' after midnight,walkin' after midnight,patsy cline,patsy cline,country
"Out in the starlight, just hoping you may be",walkin' after midnight,patsy cline,patsy cline,country
Somewhere a-walkin' after midnight,walkin' after midnight,patsy cline,patsy cline,country
Searchin' for me,walkin' after midnight,patsy cline,patsy cline,country
I stop to see a weepin' willow,walkin' after midnight,patsy cline,patsy cline,country
Cryin' on his pillow,walkin' after midnight,patsy cline,patsy cline,country
Maybe he's cryin' for me,walkin' after midnight,patsy cline,patsy cline,country
And as the skies turn gloomy,walkin' after midnight,patsy cline,patsy cline,country
Night winds whisper to me,walkin' after midnight,patsy cline,patsy cline,country
I'm lonesome as I can be,walkin' after midnight,patsy cline,patsy cline,country
I go out walkin' after midnight,walkin' after midnight,patsy cline,patsy cline,country
"Out in the starlight, just hoping you may be",walkin' after midnight,patsy cline,patsy cline,country
Somewhere a-walkin' after midnight,walkin' after midnight,patsy cline,patsy cline,country
Searchin' for me,walkin' after midnight,patsy cline,patsy cline,country
I've loved and lost again,i've loved and lost again,patsy cline,patsy cline,country
"Oh, what a crazy world we're livin' in",i've loved and lost again,patsy cline,patsy cline,country
True love has no chance to win,i've loved and lost again,patsy cline,patsy cline,country
I've loved and lost again.,i've loved and lost again,patsy cline,patsy cline,country
I ask you what chance have I,i've loved and lost again,patsy cline,patsy cline,country
When each love I meet just makes me cry,i've loved and lost again,patsy cline,patsy cline,country
He loves awhile then says goodbye,i've loved and lost again,patsy cline,patsy cline,country
I've loved and lost again.,i've loved and lost again,patsy cline,patsy cline,country
To be true to one alone,i've loved and lost again,patsy cline,patsy cline,country
Don't seem to matter anymore,i've loved and lost again,patsy cline,patsy cline,country
They tell you you're out of style,i've loved and lost again,patsy cline,patsy cline,country
Unless you've had three or four.,i've loved and lost again,patsy cline,patsy cline,country
I've loved and lost again,i've loved and lost again,patsy cline,patsy cline,country
"Oh, what a crazy world we're livin' in",i've loved and lost again,patsy cline,patsy cline,country
True love has no chance to win,i've loved and lost again,patsy cline,patsy cline,country
I've loved and lost again.,i've loved and lost again,patsy cline,patsy cline,country
To be true to one alone,i've loved and lost again,patsy cline,patsy cline,country
Don't seem to matter anymore,i've loved and lost again,patsy cline,patsy cline,country
They tell you you're out of style,i've loved and lost again,patsy cline,patsy cline,country
Unless you've had three or four.,i've loved and lost again,patsy cline,patsy cline,country
I've loved and lost again,i've loved and lost again,patsy cline,patsy cline,country
"Oh, what a crazy world we're livin' in",i've loved and lost again,patsy cline,patsy cline,country
True love has no chance to win,i've loved and lost again,patsy cline,patsy cline,country
I've loved and lost again...,i've loved and lost again,patsy cline,patsy cline,country
I must make up my mind today,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
"What to have, what to hold",a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
A poor man's roses,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
Or a rich man's gold,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
One's as wealthy as a king in a palace,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
Tho' he's callous and cold,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
He may learn to give his heart for love,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
Instead of buyin' it with gold,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
Then the poor man's roses,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
And the thrill when we kiss,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
Will be memories of paradise,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
That I'll never miss,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
And yet the hand that brings the rose tonight,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
Is the hand I will hold,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
For the rose of love means more to me,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
More than any rich man's gold,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
Then the poor man's roses,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
And the thrill when we kiss,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
Will be memories of paradise,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
That I'll never miss,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
And yet the hand that brings the rose tonight,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
Is the hand I will hold,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
For the rose of love means more to me,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
More than any rich man's gold...,a poor man's roses (or a rich man's gold),patsy cline,patsy cline,country
I'm on a honky tonk merry-go-round,honky tonk merry go round,patsy cline,patsy cline,country
Makin' ever spot in town,honky tonk merry go round,patsy cline,patsy cline,country
"Startin' out early, comin' home late",honky tonk merry go round,patsy cline,patsy cline,country
Ever' night with a brand new date,honky tonk merry go round,patsy cline,patsy cline,country
I'm on a honky tonk merry-go-round,honky tonk merry go round,patsy cline,patsy cline,country
Actin' like a foolish clown,honky tonk merry go round,patsy cline,patsy cline,country
Still racin' those blues that you left with me,honky tonk merry go round,patsy cline,patsy cline,country
Wond'rin' if I'll ever be free,honky tonk merry go round,patsy cline,patsy cline,country
'Round and around and around I go,honky tonk merry go round,patsy cline,patsy cline,country
Ridin' high and feelin' low,honky tonk merry go round,patsy cline,patsy cline,country
'Round and around just like a top,honky tonk merry go round,patsy cline,patsy cline,country
"Well, I'm a-gettin' dizzy, but I can't stop",honky tonk merry go round,patsy cline,patsy cline,country
I'm on a honky tonk merry-go-round,honky tonk merry go round,patsy cline,patsy cline,country
Actin' like a foolish clown,honky tonk merry go round,patsy cline,patsy cline,country
Still racin' those blues that you left with me,honky tonk merry go round,patsy cline,patsy cline,country
Wond'rin' if I'll ever be free,honky tonk merry go round,patsy cline,patsy cline,country
'Round and around and around I go,honky tonk merry go round,patsy cline,patsy cline,country
Ridin' high and feelin' low,honky tonk merry go round,patsy cline,patsy cline,country
'Round and around just like a top,honky tonk merry go round,patsy cline,patsy cline,country
"Well, I'm a-gettin' dizzy, but I can't stop",honky tonk merry go round,patsy cline,patsy cline,country
I'm on a honky tonk merry-go-round,honky tonk merry go round,patsy cline,patsy cline,country
Actin' like a foolish clown,honky tonk merry go round,patsy cline,patsy cline,country
Still racin' those blues that you left with me,honky tonk merry go round,patsy cline,patsy cline,country
Wond'rin' if I'll ever be free,honky tonk merry go round,patsy cline,patsy cline,country
"Yes, I'm wonderin' if I'll ever be free...",honky tonk merry go round,patsy cline,patsy cline,country
Written by Eddie Miller and W.S. Stevenson ,"a church, a courtroom and then goodbye",patsy cline,patsy cline,country
"(As released by Patsy Cline July 20, 1955) ","a church, a courtroom and then goodbye",patsy cline,patsy cline,country
"The first scene was the church, then the altar ","a church, a courtroom and then goodbye",patsy cline,patsy cline,country
"Where we claimed each other, with tears of joy we cried ","a church, a courtroom and then goodbye",patsy cline,patsy cline,country
Our friends wished us luck there forever ,"a church, a courtroom and then goodbye",patsy cline,patsy cline,country
"As we walked from the church, side by side ","a church, a courtroom and then goodbye",patsy cline,patsy cline,country
The next scene was a crowded courtroom ,"a church, a courtroom and then goodbye",patsy cline,patsy cline,country
And like strangers we sat side by side ,"a church, a courtroom and then goodbye",patsy cline,patsy cline,country
Then I heard the judge make his decision ,"a church, a courtroom and then goodbye",patsy cline,patsy cline,country
And no longer were we man and wife ,"a church, a courtroom and then goodbye",patsy cline,patsy cline,country
I hate the sight of that courtroom ,"a church, a courtroom and then goodbye",patsy cline,patsy cline,country
Where man-made laws push God's laws aside ,"a church, a courtroom and then goodbye",patsy cline,patsy cline,country
Then the clerk wrote our story in the record ,"a church, a courtroom and then goodbye",patsy cline,patsy cline,country
"A church, a courtroom and then goodbye ","a church, a courtroom and then goodbye",patsy cline,patsy cline,country
We walked from that courtroom together ,"a church, a courtroom and then goodbye",patsy cline,patsy cline,country
We shook hands and once again we cried ,"a church, a courtroom and then goodbye",patsy cline,patsy cline,country
Then it was the end of our story ,"a church, a courtroom and then goodbye",patsy cline,patsy cline,country
"A church, a courtroom and then goodbye","a church, a courtroom and then goodbye",patsy cline,patsy cline,country
Two cigarettes in an ashtray,three cigarettes in an ashtray,patsy cline,patsy cline,country
"My love and I, in a small cafe",three cigarettes in an ashtray,patsy cline,patsy cline,country
Then a stranger came along,three cigarettes in an ashtray,patsy cline,patsy cline,country
And everything went wrong,three cigarettes in an ashtray,patsy cline,patsy cline,country
Now there's three cigarettes in the ashtray,three cigarettes in an ashtray,patsy cline,patsy cline,country
I watched her take him from me,three cigarettes in an ashtray,patsy cline,patsy cline,country
And his love is no longer my own,three cigarettes in an ashtray,patsy cline,patsy cline,country
Now they are gone,three cigarettes in an ashtray,patsy cline,patsy cline,country
And I sit alone,three cigarettes in an ashtray,patsy cline,patsy cline,country
And watch one cigarette burn away,three cigarettes in an ashtray,patsy cline,patsy cline,country
I watched her take him from me,three cigarettes in an ashtray,patsy cline,patsy cline,country
And his love is no longer my own,three cigarettes in an ashtray,patsy cline,patsy cline,country
Now they are gone,three cigarettes in an ashtray,patsy cline,patsy cline,country
And I sit alone,three cigarettes in an ashtray,patsy cline,patsy cline,country
And watch one cigarette burn away,three cigarettes in an ashtray,patsy cline,patsy cline,country
Written by V.F. Stewart,dear god,patsy cline,patsy cline,country
(As released by Patsy Cline 12/15/58),dear god,patsy cline,patsy cline,country
I go to church on a Sunday,dear god,patsy cline,patsy cline,country
